Confidence,Correct
21.874285714285715,1
19.852678571428573,0
19.41482142857143,1
19.314285714285713,1
19.721071428571427,1
19.663392857142856,0
21.159642857142856,1
21.85125,1
21.895535714285714,1
20.704107142857143,0
21.58607142857143,1
24.134642857142858,1
23.833392857142858,0
22.76,1
20.773035714285715,0
20.393214285714286,1
22.11875,0
23.43,1
21.97267857142857,0
21.75267857142857,1
21.665,1
23.69239457831325,1
19.53892857142857,1
20.37017857142857,1
19.244285714285713,0
19.434285714285714,0
19.998571428571427,0
22.624642857142856,0
22.23357142857143,1
23.074464285714285,1
21.42607142857143,1
21.426964285714284,1
22.09875,1
21.88125,0
19.76642857142857,1
20.80107142857143,0
22.45767857142857,0
21.02125,0
19.299821428571427,0
21.813035714285714,0
20.311071428571427,0
20.407678571428573,0
20.074107142857144,0
22.62982142857143,1
21.977678571428573,0
19.567857142857143,1
22.946785714285713,0
23.552678571428572,0
18.555714285714284,1
20.680714285714284,0
20.043214285714285,0
19.09625,0
21.80017857142857,0
21.945714285714285,1
22.225,0
22.639642857142857,1
22.711785714285714,1
19.17,1
21.827857142857145,0
21.097857142857144,1
22.950178571428573,1
23.20357142857143,0
21.80785714285714,1
22.09642857142857,0
21.98089285714286,1
21.00482142857143,1
21.44857142857143,0
21.611428571428572,0
22.51107142857143,1
20.59,0
20.279464285714287,0
22.82625,1
22.216785714285713,0
22.57,1
19.988035714285715,1
20.449464285714285,0
21.522142857142857,1
24.13142857142857,0
22.255892857142857,0
23.62035714285714,1
19.791607142857142,0
23.030535714285715,1
24.2625,1
20.459821428571427,0
18.760357142857142,0
20.80125,0
22.251428571428573,0
21.86767857142857,0
18.787857142857142,0
21.187142857142856,0
20.491964285714285,0
20.084107142857142,0
20.974107142857143,1
19.36625,0
22.056785714285713,0
21.305,0
22.942857142857143,1
21.364285714285714,0
22.941785714285714,1
23.13142857142857,1
