Confidence,Correct
18.899285714285714,0
18.39392857142857,0
19.05875,1
17.928571428571427,0
16.933035714285715,0
18.225,0
20.80035714285714,0
19.84375,1
18.217142857142857,0
18.6625,0
17.2625,0
19.024285714285714,1
18.880357142857143,0
19.249464285714286,1
18.735535714285714,0
17.74982142857143,0
19.278214285714284,1
19.030535714285715,0
21.011607142857144,1
19.53142857142857,1
19.92281746031746,1
18.565714285714286,1
17.001785714285713,1
19.241071428571427,1
17.3925,0
17.833928571428572,1
18.523392857142856,0
19.773015873015872,1
17.745535714285715,1
19.050892857142856,0
20.08982142857143,0
18.664464285714285,0
18.834107142857142,1
18.83517857142857,0
18.71017857142857,1
17.783035714285713,0
19.173571428571428,0
18.40142857142857,0
18.234107142857145,0
17.881071428571428,0
18.455357142857142,0
18.687142857142856,0
17.358392857142857,0
19.103510028653297,0
19.499464285714286,1
18.5175,0
17.553179824561404,1
21.946598101265824,1
18.161428571428573,0
17.48875,1
20.28964285714286,0
19.11732142857143,1
18.949107142857144,0
19.685892857142857,0
17.641607142857143,1
18.49142857142857,1
17.294107142857143,1
19.65232142857143,0
18.318214285714287,0
17.860357142857143,0
18.799821428571427,1
21.15160714285714,1
19.177321428571428,1
21.769642857142856,0
18.37964285714286,0
17.03892857142857,1
18.9575,0
17.908214285714287,1
17.459285714285713,1
18.12375,0
17.588035714285713,0
20.093035714285715,0
20.085535714285715,0
17.38357142857143,1
18.62589285714286,0
19.56,1
18.94392857142857,0
20.395714285714284,1
18.096607142857142,0
19.6575,1
18.130535714285713,0
17.956785714285715,0
18.20267857142857,0
19.029107142857143,1
18.190892857142856,1
17.21035714285714,0
18.68839285714286,0
18.225,0
17.6575,0
19.09,0
17.415178571428573,0
19.296785714285715,0
17.533035714285713,1
19.534285714285716,0
19.658571428571427,0
19.183035714285715,1
20.51625,0
17.94589285714286,0
19.419464285714287,1
20.430357142857144,1
